1931.7.7,9641.62
1995.7.12,2778.6
1958.10.23,1900.72
1980.9.3,2031.86
1962.10.14,9993.8
1905.12.7,365.06
1990.8.11,3301.62
2000.11.7,9118.42
2006.9.1,9657.68
1997.3.15,3159.39
1980.12.4,7601.26
1973.3.20,7290.03
1912.4.8,8862.89
1982.9.4,5797.04
1954.2.23,5027.83
1944.11.17,5339.84
1909.12.21,4822.62
1994.11.10,3872.02
1923.2.5,970.15
1901.10.24,791.32
2005.11.6,8058.47
2001.4.23,6013.68
2012.3.10,5368.82
2020.4.26,8166.43
1964.9.25,1107.96
1983.1.22,4596.19
1987.3.2,6990.27
2006.11.26,8386.52
1908.11.3,4614.95
1967.5.13,80.91
1925.9.17,7583.48
2020.11.7,4306.14
1912.11.17,5802.85
1985.1.24,3991.57
1902.9.1,919.66
1981.2.19,7379.55
1997.1.22,4330.63
2007.4.20,5522.2
1995.6.27,1714.63
1965.12.10,460.11
1959.9.6,531.66
1915.7.25,6777.94
2018.8.12,9434.07
1955.8.18,1732.52
1950.2.21,1035.33
1945.10.20,1648.62
1935.8.11,1981.61
1959.10.6,4777.73
1936.3.27,6771.55
1955.3.3,3315.18
2012.4.16,4269.6
1953.12.27,9770.85
1907.12.5,8357.97
2002.9.3,5388.9
1946.10.22,6672.87
1962.11.5,811.71
1928.3.5,3870.06
2000.8.27,1683.42
1920.9.9,8365.18
1969.12.11,4388.33
1972.6.19,3994.08
1950.10.4,9619.57
2017.6.7,538.53
1947.6.17,3973.17
1967.6.9,9562.67
1980.5.15,2263.07
1996.3.14,4505.27
1969.5.11,5752.19
1979.8.9,6473.46
1990.1.13,3994.97
1969.5.3,9682.99
1967.8.22,486.72
2004.7.20,2990.37
1959.4.10,4814.95
1984.3.24,6462.32
1912.9.22,6508.17
1903.10.17,4427.72
1968.3.26,8277.38
1904.12.14,8957.44
2020.6.2,8845.52
1904.12.10,217.26
1919.4.25,8060.29
2007.11.3,2639.44
1924.11.14,9485.63
1929.12.4,8357.87
1949.10.14,8167.05
1950.11.27,1852.51
1928.2.4,3766.38
1960.10.18,2248.15
1920.5.15,1760.91
1903.3.4,2212.92
1900.7.13,7902.6
1957.12.24,4901.86
1980.9.19,3632.34
1922.2.18,2890.82
1992.2.20,2644.82
1979.3.1,5546.07
1943.2.1,1299.2
1927.8.25,3774.85
1983.8.27,8070.86
1968.1.13,3602.22
1998.8.27,9739.71
1973.11.4,2519.55
1960.7.14,4510.17
1981.7.6,5049.91
1989.12.4,4758.25
1911.6.1,6475.65
1981.10.2,4601.05
1958.6.2,6173.59
2015.7.23,9983.91
1953.3.7,4503.04
1987.6.4,1480.63
1951.8.6,9691.97
1981.1.20,2501.94
1901.11.25,3666.69
1909.10.9,8107.7
2001.10.25,8270.32
1968.8.17,2117.96
2002.9.18,5815.32
1906.6.18,2718.34
1989.1.6,415.54
1929.7.19,9254.98
1985.8.5,9042.87
1948.1.25,5414.35
1995.10.27,3754.05
1959.12.25,6483.27
1967.3.23,9032.78
2005.7.4,884.49
2008.1.25,692.49
2009.8.20,8683
1902.6.5,5285.15
1958.8.23,2258.59
1916.4.21,1461.27
1931.12.3,6839.73
1935.2.7,7226.63
1996.12.15,1094.37
1937.6.25,9540.84
1941.1.17,472.66
2017.2.23,5203.17
1988.8.7,8497.17
1983.11.17,4470.91
1963.1.5,3695.76
1951.9.23,1355.57
1971.10.23,2372.45
1967.10.22,7042.33
1979.3.17,9911.66
1903.10.24,5377.84
1962.6.14,5811.07
2003.10.25,1871.92
2007.12.23,138.4
2010.11.22,158.35
1922.3.9,1607.47
1972.12.23,2360.01
1985.1.4,9968.9
1981.5.26,2303.86
2011.8.23,7910.57
1960.10.26,3030.86
2007.4.21,163.39
1956.2.12,2546.3
1904.9.11,7.53
1930.11.13,4255.83
1992.10.20,5874.5
1922.10.9,1032.37
1979.4.25,3240.34
1907.1.20,4359.43
1932.3.3,9505.27
2014.5.13,2495.97
1982.10.8,2055.14
2008.2.21,4108.17
1949.11.5,2199.9
1983.2.21,6313.46
1935.2.2,184.49
2009.2.1,8582.12
1957.5.11,8967.4
1907.11.14,6441.67
1969.7.4,6962.3
1964.11.5,1429.47
1979.3.1,2437.93
1954.4.17,6238.8
1983.4.6,4771.69
2012.3.1,6503.73
1953.7.17,252.09
1932.7.19,3168.07
1917.12.15,2625.59
2013.9.17,1883.81
1942.1.7,1082.9
1949.7.1,8384.2
1982.3.20,880.21
1949.2.18,1276.95
1969.8.12,4290.67
2014.9.17,6202.74
1918.1.4,2081.26
1919.8.20,7804.42
1997.4.2,8210.65
2019.12.19,8452.17
1909.7.24,2943.04
1915.7.24,5170
1905.9.21,2073.54
1998.11.20,8708.8
1928.8.9,2460.29
1935.1.10,1211.35
1980.11.8,6558.69
1914.3.18,1414.53
1998.7.1,1152.92
1987.11.12,8834.13
1936.11.17,7980.28
1973.7.19,877.41
1988.10.13,6443.47
1949.10.12,9328.97
1911.4.20,1106.19
1969.8.9,5154.97
1951.12.20,9167.45
1931.9.17,3071.23
1995.11.7,5609.72
2018.2.27,9820.42
1996.6.11,6216.47
1999.12.23,2603.6
1913.3.22,1154.14
1953.6.24,6611.62
1988.7.12,4314.16
1919.4.18,3101.45
1902.12.6,6110.01
1984.11.4,1962.91
1982.4.24,9924.94
1966.5.26,5221.07
1931.6.12,4905.37
1900.6.22,419.66
1998.5.24,295.58
1928.10.20,5330.69
1995.4.5,9008.7
1903.11.19,7935.77
1938.5.13,629.57
1905.6.24,8124.29
1958.4.12,6544.67
1984.7.24,53.86
1923.2.15,2394.34
1910.9.4,6618.26
1987.6.18,5542.81
1954.8.20,9968.31
1921.3.21,7761.2
1924.10.11,4530.84
1932.11.21,5818.84
1959.1.2,1471.17
1932.10.13,5178.22
1982.10.19,6044.41
1902.3.26,4488.93
1962.10.20,1780.79
1935.6.19,1075.83
1968.4.25,7950.54
1904.10.6,116.76
1942.9.26,9253.33
1907.1.4,2705.25
1931.5.7,9177.92
1955.4.17,493.3
1908.11.11,977.04
1976.7.4,7109.77
